Date ,Daily Mean Cloud Quantity (%),Daily Mean Relative Humidity (%),Daily Mean Temperature (°C),Daily Range of Temperature (°C),Daily Mean Wind Speed (km/h),Daily Total Rainfall (mm),Typhoon (Y/N)
5/21/2005,72,88,27.1,3,9.7,0.4,No
5/22/2005,44,75,29.1,5.7,4.3,Trace,No
5/23/2005,75,83,28,5.3,3.1,8.5,No
5/24/2005,84,88,26.6,4.4,4.5,44.7,No
5/25/2005,72,87,26.8,1,13,Trace,No
5/26/2005,90,94,25.6,3,11.5,30.5,No
5/27/2005,90,92,25.8,5.1,6,85.6,No
5/28/2005,91,89,26.3,4,11.5,0.3,No
5/29/2005,86,82,25.7,1.7,21.2,Trace,No
5/30/2005,58,77,26.3,4,23.5,Trace,No
5/31/2005,82,83,26.7,4.5,11.7,Trace,No
6/1/2005,86,82,28.1,5,5.6,Trace,No
6/2/2005,86,82,29.3,2.8,15.1,3.2,No
6/3/2005,83,81,29.8,7.4,9.6,1.7,No
6/4/2005,86,92,27.1,3.6,10.6,32.5,No
6/5/2005,88,78,25.2,3.4,20.1,7,No
6/6/2005,88,82,25.6,1.1,21.4,Trace,No
6/7/2005,89,84,25,2.2,18.6,1.4,No
6/8/2005,84,82,26.3,3.1,18.6,Trace,No
6/9/2005,80,87,25.7,2.9,16,5.3,No
6/10/2005,58,83,28,6.1,9.6,0.9,No
6/11/2005,69,79,29.7,4.9,13.3,0,No
6/12/2005,86,80,29.3,4,14.6,4.8,No
6/13/2005,88,86,27.9,2.3,8.3,8.1,No
6/14/2005,88,86,28.6,5.2,12.5,19.2,No
6/15/2005,90,92,27.2,4.2,7,168.5,No
6/16/2005,91,93,26.3,2.1,4.8,26.1,No
6/17/2005,87,91,26.8,5,6,35.1,No
6/18/2005,91,82,28.9,3.3,11.1,3.3,No
6/19/2005,88,80,29.4,2.6,13.7,Trace,No
6/20/2005,88,81,29.5,2.2,14,1,No
6/21/2005,90,84,28.7,4.5,13.2,106.3,No
6/22/2005,90,87,27.4,4.6,8.2,32.7,No
6/23/2005,95,91,26.7,3.7,5.3,106.6,No
6/24/2005,91,93,26.2,4.5,8.2,232.6,No
6/25/2005,82,85,28.5,4.4,4.2,3.9,No
6/26/2005,83,85,28.7,4.7,5.5,11.5,No
6/27/2005,80,80,29.4,3.4,5.9,3.4,No
6/28/2005,68,82,29.4,3.6,10.8,Trace,No
6/29/2005,80,88,27.9,4.7,10.7,31.8,No
6/30/2005,88,91,26.1,3.1,7.9,47,No
7/1/2005,84,90,26.8,5.1,8.7,18.4,No
7/2/2005,58,87,28.2,4.3,12.6,0,No
7/3/2005,33,82,29.2,4.7,10.7,0,No
7/4/2005,58,78,29.9,5.2,6.5,0,No
7/5/2005,33,75,29.9,5.3,6,0,No
7/6/2005,23,74,29.8,5.4,7,0,No
7/7/2005,77,85,28,3.4,7.8,38.1,No
7/8/2005,83,77,28.8,4.1,7,Trace,No
7/9/2005,78,86,27.4,4.2,7,33.5,No
7/10/2005,67,80,29.2,5.4,6.8,4.3,No
7/11/2005,39,75,29.9,4.7,4.1,0,No
7/12/2005,35,73,30,4.5,4.4,0,No
7/13/2005,58,75,29.8,4.5,10.6,0.2,No
7/14/2005,61,75,30,4.3,11.6,0,No
7/15/2005,41,77,30,5.1,6.5,0,No
7/16/2005,49,74,30.4,4.4,7,Trace,No
7/17/2005,39,71,30.3,4.9,13.1,0,No
7/18/2005,74,72,31.2,5.4,17.5,0,No
7/19/2005,76,69,31.8,8.5,16.1,28.5,No
7/20/2005,52,76,30.8,9.8,13.8,20.4,No
7/21/2005,84,79,29,8.1,8.1,4.4,No
7/22/2005,86,89,26.5,4.2,7.2,79.7,No
7/23/2005,73,82,27.6,4.1,8.8,0,No
7/24/2005,37,82,28.7,4.7,10.9,0,No
7/25/2005,34,76,29.5,5.7,4.1,0,No
7/26/2005,33,75,29.2,5.6,5.4,0,No
7/27/2005,36,78,29.2,4.2,11.6,0,No
7/28/2005,65,81,29.4,3.8,17.8,0.7,No
7/29/2005,89,92,27.4,3.2,22.5,35.4,No
7/30/2005,90,94,26.9,2.8,13.2,47.3,No
7/31/2005,87,94,27.1,2.3,10,49.5,No
8/1/2005,57,89,28.2,4.5,10,15.9,No
8/2/2005,31,78,29.3,4.6,5.3,0,No
8/3/2005,34,77,29.4,4.9,12.8,0,No
8/4/2005,57,79,29.7,4.5,12.8,0,No
8/5/2005,76,78,29.8,4.4,14.6,0,No
8/6/2005,68,78,30.3,5.1,12.8,Trace,No
8/7/2005,62,78,30.3,3.9,9.1,Trace,No
8/8/2005,64,82,29.9,3.7,14.8,Trace,No
8/9/2005,86,88,28.1,4.6,16.8,48.5,No
8/10/2005,85,90,27.7,2.9,22.5,26.4,Yes
8/11/2005,72,86,28.5,4.7,18.8,12.6,Yes
8/12/2005,65,75,29.4,5.5,13.6,9.4,Yes
8/13/2005,92,90,26.7,5.6,12,83.9,Yes
8/14/2005,87,81,28.8,6.3,12.3,2.5,Yes
8/15/2005,85,88,27.6,3,6.3,14.9,No
8/16/2005,88,94,26.2,2.2,11.2,49,No
8/17/2005,87,96,25.6,1.8,9.1,51.6,No
8/18/2005,90,92,25.9,3.1,6.4,39.7,No
8/19/2005,97,92,25.5,2.4,13.3,242.9,No
8/20/2005,99,93,25,2.6,19.5,303.3,No
8/21/2005,91,90,27.2,1.9,9.4,17.8,No
8/22/2005,86,82,28.5,3.5,7,0,No
8/23/2005,63,80,28.8,4.5,9.3,Trace,No
8/24/2005,80,85,27.6,4.2,9,16.6,No
8/25/2005,85,80,27.5,3.3,5,0,No
8/26/2005,88,88,27.1,2,13.2,2.8,No
8/27/2005,90,89,27.3,1.6,16.2,0.3,No
8/28/2005,86,86,28,3,17.7,2.5,No
8/29/2005,69,89,28,3.8,17,9.1,No
8/30/2005,41,85,28.3,5.5,8.3,21.3,No
8/31/2005,20,76,29.4,5.5,11.3,0.3,No
9/1/2005,49,66,30.1,3.9,16.8,0,No
9/2/2005,85,69,29.2,3.9,12.7,0,No
9/3/2005,84,87,27.9,4.4,9.7,11.7,No
9/4/2005,87,93,26.7,2.2,14.4,54.3,No
9/5/2005,31,77,28.3,4.4,8.8,0,No
9/6/2005,73,82,27.9,3.8,5.3,11.5,No
9/7/2005,60,79,28.5,5,7.2,20.4,No
9/8/2005,81,86,27.9,3.9,13.4,0.7,No
9/9/2005,77,80,28.4,3.5,10.7,0,No
9/10/2005,69,77,28.2,3.7,6.3,Trace,No
9/11/2005,56,75,28.7,4.9,5,Trace,No
9/12/2005,63,80,29.1,3.5,13.1,Trace,No
9/13/2005,79,87,28.7,3.7,17.3,13.2,No
9/14/2005,65,79,29.3,3.9,12.3,Trace,No
9/15/2005,53,80,29.1,4.3,14.4,1.7,No
9/16/2005,45,76,29.5,3.5,15.4,Trace,Yes
9/17/2005,79,83,27.8,5.5,24.6,23,Yes
9/18/2005,87,86,28.2,3.5,26.2,3.8,Yes
9/19/2005,59,84,28.8,3.1,14.5,Trace,Yes
9/20/2005,64,79,28.8,4.8,7,2.7,No
9/21/2005,49,77,29.5,4.1,10.3,0,Yes
9/22/2005,63,68,31,5.4,12.4,0,Yes
9/23/2005,80,67,28.6,4.7,18.2,Trace,Yes
9/24/2005,88,78,26.5,3.6,28.7,10.6,Yes
9/25/2005,94,90,25.8,3.9,32.1,130.2,Yes
9/26/2005,92,92,25.9,2,25.6,37.2,Yes
9/27/2005,87,93,25.9,1.7,17.6,30.6,Yes
9/28/2005,65,85,27,3.5,13.2,1,Yes
9/29/2005,64,82,27.4,3.1,8.6,0,No
9/30/2005,47,82,27.6,4,8.4,0,No
10/1/2005,36,80,28.6,4,5.8,0,No
10/2/2005,54,78,29,7.5,8.8,3.6,No
10/3/2005,72,67,29.6,4.8,9.7,0,No
10/4/2005,59,70,27.7,5,7,0,No
10/5/2005,79,74,27.8,4.5,7.2,0.1,No
10/6/2005,62,77,28.1,4.2,11,0.1,No
10/7/2005,71,78,28.1,3.4,13.9,2.1,No
10/8/2005,67,63,27.4,4.3,15.2,0,No
10/9/2005,72,66,26.5,3.9,12.8,Trace,No
10/10/2005,60,74,26.8,3.8,14.8,Trace,No
10/11/2005,65,74,27.3,3.1,18.9,0.6,No
10/12/2005,71,76,26.7,2,16.5,Trace,No
10/13/2005,47,77,27,4.2,11.1,0.1,No
10/14/2005,34,79,27.2,4.1,8.1,0,No
10/15/2005,53,78,26.9,3.4,7.7,0,No
10/16/2005,45,75,26.1,4,7.8,0,No
10/17/2005,75,80,26.3,2.5,12.4,Trace,No
10/18/2005,61,70,26.1,2.5,20.1,Trace,No
10/19/2005,41,66,25.6,3.7,20.6,Trace,No
10/20/2005,31,68,25.5,4.3,16.5,0,No
10/21/2005,21,69,26.1,4.8,11.7,0,No
10/22/2005,44,61,25.2,4.5,11.4,Trace,No
10/23/2005,39,62,23.3,4,12.2,0,No
10/24/2005,10,65,23,5,8.9,0,No
10/25/2005,84,73,24.4,3,12.8,0,No
10/26/2005,59,76,24.8,3.7,13.5,0,No
10/27/2005,57,76,25.4,3.2,17.9,0,No
10/28/2005,40,79,25.8,3.6,14.5,0,No
10/29/2005,80,70,24.8,3.5,9.9,0,No
10/30/2005,87,67,22.9,4.1,12,0,No
10/31/2005,88,61,22.1,2.7,17.2,Trace,No
11/1/2005,86,63,22.9,1.8,16.2,Trace,No
11/2/2005,82,75,24.6,3.3,18.3,0,No
11/3/2005,66,76,24.9,3.3,14.6,0,No
11/4/2005,53,82,24.8,3.3,14.2,0,No
11/5/2005,42,86,25.3,3.8,10.2,0,No
11/6/2005,47,82,26.3,3.9,4,0,No
11/7/2005,72,88,26.1,3.6,7.9,0,No
11/8/2005,59,87,25.6,2.2,12,0,No
11/9/2005,67,86,25.6,2.5,10.5,Trace,No
11/10/2005,50,86,25.9,4.3,6,0,No
11/11/2005,30,85,25.6,3.7,7.1,0,No
11/12/2005,55,81,25.8,4,12.4,0,No
11/13/2005,85,81,25.4,1.5,17.8,0,No
11/14/2005,88,84,25.3,2.1,17.9,Trace,No
11/15/2005,89,81,22.5,4.2,13.9,1.6,No
11/16/2005,69,72,21.1,4.1,12.8,0,No
11/17/2005,50,73,21.2,4.4,10.3,Trace,No
11/18/2005,58,69,21.1,4.1,12.1,0,No
11/19/2005,38,68,19.3,4.3,11.5,0,No
11/20/2005,20,68,17.9,5.2,12.5,0,No
11/21/2005,28,63,18.5,4.1,13,0,No
11/22/2005,28,63,19.1,5.6,9.3,0,No
11/23/2005,32,65,20.9,5.3,9,0,No
11/24/2005,55,71,20.8,4,7.7,0,No
11/25/2005,64,79,21.1,2.8,9.8,0,No
11/26/2005,17,78,21.7,5.1,7.9,0,No
11/27/2005,21,78,21.9,3.9,14.9,0,No
11/28/2005,76,79,23.5,4.6,7.1,0,No
11/29/2005,48,75,23,3.2,10,Trace,No
11/30/2005,81,79,21.4,2,19.3,Trace,No
12/1/2005,30,79,21.1,3.1,17,0,No
12/2/2005,20,81,21.8,4,13.8,0,No
12/3/2005,79,76,22.1,3.1,17.1,0,No
12/4/2005,39,61,19,5.1,11.1,0,No
12/5/2005,94,56,15.7,4.8,13.1,0,No
12/6/2005,95,54,12.1,2.5,11.9,Trace,No
12/7/2005,93,55,14.1,4.8,8.5,0,No
12/8/2005,66,66,17.5,4.1,13.9,0,No
12/9/2005,66,78,19,4.1,15.3,0,No
12/10/2005,81,81,20.5,3.5,12.2,0,No
12/11/2005,59,70,19.8,4.7,9.5,0,No
12/12/2005,84,63,16.1,3,13.5,0,No
12/13/2005,88,63,15.7,3.9,11.9,Trace,No
12/14/2005,88,52,15.4,3.1,11.8,0,No
12/15/2005,74,39,14.6,5,13.4,0,No
12/16/2005,65,48,15.1,5.2,9.5,0,No
12/17/2005,27,42,15.8,4.9,11.2,0,No
12/18/2005,10,48,13.4,4.4,12.1,0,No
12/19/2005,20,65,14.3,5.3,12.7,0,No
12/20/2005,22,68,16.6,5.2,10.3,0,No
12/21/2005,24,37,15.2,4.4,19.7,0,No
12/22/2005,4,32,12.7,4.4,13.9,0,No
12/23/2005,13,58,14.5,5.3,7,0,No
12/24/2005,43,72,17.4,4.6,11,0,No
12/25/2005,83,62,18.6,4.2,9.8,0,No
12/26/2005,51,63,19.2,3.4,12.5,0,No
12/27/2005,85,75,17.9,2.8,19.8,Trace,No
12/28/2005,92,86,16.7,1.5,9.4,1.6,No
12/29/2005,81,83,18.5,5.5,8.8,0.1,No
12/30/2005,95,93,18,3.6,11.5,7.8,No
12/31/2005,51,85,19.9,4.9,4.7,Trace,No
1/1/2006,56,82,19.2,3.9,12.3,0,No
1/2/2006,31,80,18.5,4.2,14,0,No
1/3/2006,85,83,17.5,2.1,20,0,No
1/4/2006,89,85,18.7,2.9,14.4,Trace,No
1/5/2006,79,80,17.1,6.3,8.5,0,No
1/6/2006,88,67,11.2,3.9,13.1,0,No
1/7/2006,51,59,10.4,4.7,13.5,0,No
1/8/2006,85,61,11.7,2.7,11.3,0,No
1/9/2006,88,57,12.8,4,6.7,0,No
1/10/2006,88,77,15.6,2.7,14,Trace,No
1/11/2006,71,79,17,4,15.7,0,No
1/12/2006,51,83,19,3.6,11.6,0,No
1/13/2006,15,83,19.5,5.8,6.1,0,No
1/14/2006,41,86,18.5,2.2,9.8,0,No
1/15/2006,47,81,19,4.3,9.8,0,No
1/16/2006,58,83,19.9,3.7,12.9,0,No
1/17/2006,89,90,18.9,1.8,19.6,0.7,No
1/18/2006,93,93,18.9,1.9,19.3,0.8,No
1/19/2006,100,94,18.7,0.7,17.7,0.3,No
1/20/2006,88,94,17.1,4.6,8.4,1.3,No
1/21/2006,93,85,13,2.9,12.2,4.3,No
1/22/2006,88,80,12.8,1.7,8.9,Trace,No
1/23/2006,87,72,12.3,4.4,9.7,0,No
1/24/2006,84,70,13.6,4.7,6.3,Trace,No
1/25/2006,62,67,15.8,5,5.8,0,No
1/26/2006,68,64,15.3,4.8,7.8,0,No
1/27/2006,83,71,15.8,4.7,10.9,Trace,No
1/28/2006,96,93,15,2.3,9.2,6.8,No
1/29/2006,71,92,17.2,4.7,10.2,2.1,No
1/30/2006,59,83,19.1,4.1,12.3,0,No
1/31/2006,62,80,20.5,5.3,3.9,0,No
2/1/2006,56,86,19.1,2.9,14.6,0,No
2/2/2006,40,78,17.8,3,24.7,0,No
2/3/2006,55,79,18.4,4.1,16.1,0,No
2/4/2006,89,82,15.7,1.9,15.4,Trace,No
2/5/2006,82,75,15.8,3.4,14.2,0,No
2/6/2006,31,78,18.2,6.4,5,0,No
2/7/2006,21,76,19.1,5.5,13.5,0,No
2/8/2006,43,69,17,4.2,24,0,No
2/9/2006,77,75,15.4,2.6,21.7,0,No
2/10/2006,52,78,16.5,5.9,8.5,0,No
2/11/2006,23,78,18.3,5.7,5.7,0,No
2/12/2006,64,73,18,2.9,16.7,0,No
2/13/2006,94,71,17.6,2.9,18.1,0,No
2/14/2006,96,88,18.6,2.8,12.6,4.7,No
2/15/2006,72,90,20.9,5.9,5.8,0,No
2/16/2006,86,87,22.4,5.7,3.8,0,No
2/17/2006,88,84,17.3,4.4,18.5,Trace,No
2/18/2006,88,84,14.6,2.7,12.3,Trace,No
2/19/2006,88,84,15.2,6.2,7.1,0.5,No
2/20/2006,76,81,17,5,9.1,0,No
2/21/2006,62,81,19,6.4,13.6,0,No
2/22/2006,71,77,21.3,6.2,6.3,0,No
2/23/2006,90,82,18.4,3.4,14.4,Trace,No
2/24/2006,88,87,17.1,1,15.8,Trace,No
2/25/2006,88,84,17.7,3.7,14.7,0.3,No
2/26/2006,85,82,19.1,5.9,13.5,0.3,No
2/27/2006,91,89,15.2,2.5,34.1,11.9,No
2/28/2006,92,94,14.2,6.9,12.8,20,No
3/1/2006,63,71,10.6,3.8,14.3,0.1,No
3/2/2006,64,68,12.7,6.1,7.9,0,No
3/3/2006,5,74,15,6.3,12.1,0,No
3/4/2006,70,74,15.6,3,18.3,Trace,No
3/5/2006,89,88,17.2,3.3,14.8,2.4,No
3/6/2006,91,92,19.3,2.9,10.2,1.8,No
3/7/2006,86,90,19.9,1.8,15.7,Trace,No
3/8/2006,77,86,19.8,3.6,16,0,No
3/9/2006,51,87,20.8,5.3,5.3,0,No
3/10/2006,47,88,20.5,2.9,12,0,No
3/11/2006,87,90,21,3.1,11.7,0,No
3/12/2006,90,93,20.7,8,11.6,0.8,No
3/13/2006,89,86,12.1,6.4,12.8,5.1,No
3/14/2006,84,81,12.5,6,8.4,0.3,No
3/15/2006,87,82,16.5,4.1,13.6,Trace,No
3/16/2006,81,82,20.2,5.8,3.2,Trace,No
3/17/2006,86,91,19.9,1.5,15.6,Trace,No
3/18/2006,57,89,22.4,6.6,7.6,0.3,No
3/19/2006,71,81,21.5,3.5,18.9,Trace,No
3/20/2006,88,81,18.3,1.6,24.5,Trace,No
3/21/2006,88,91,19.5,3.7,16.9,Trace,No
3/22/2006,93,96,21.1,2.8,10.8,Trace,No
3/23/2006,88,95,22.6,6.4,8.3,11.2,No
3/24/2006,91,95,17.5,1.9,23.5,15.7,No
3/25/2006,89,93,17.5,1.4,21.6,6.6,No
3/26/2006,94,96,18.5,2.1,17.6,3,No
3/27/2006,94,96,18,1.8,13.5,1.1,No
3/28/2006,36,75,19.5,5.9,7,0,No
3/29/2006,57,74,19.8,3.5,17.1,0,No
3/30/2006,81,84,20.5,3.5,15.8,Trace,No
3/31/2006,83,86,21.8,3.8,10.9,Trace,No
4/1/2006,68,86,23.2,6,8.6,Trace,No
4/2/2006,86,88,23.4,3.1,3.2,0.1,No
4/3/2006,81,90,23.9,4.4,10.3,Trace,No
4/4/2006,79,83,25.5,5.1,5.5,0,No
4/5/2006,87,82,26.3,3.6,8.4,0,No
4/6/2006,83,86,24.4,4.6,13.7,Trace,No
4/7/2006,86,88,22.2,1.8,14.8,Trace,No
4/8/2006,81,73,22.3,4.1,14.6,0,No
4/9/2006,86,89,24.1,3.5,9.7,Trace,No
4/10/2006,85,83,27,3,15.3,Trace,No
4/11/2006,86,80,27.6,3.1,9.8,Trace,No
4/12/2006,81,77,27.8,3.3,9.3,Trace,No
4/13/2006,97,86,23.2,7.6,12,0.9,No
4/14/2006,99,87,19.5,1.8,9.5,0.1,No
4/15/2006,90,83,16.8,3.6,11.8,1,No
4/16/2006,87,80,17.5,3.1,10,Trace,No
4/17/2006,76,74,20.5,5.4,16.3,0,No
4/18/2006,57,81,22.8,4.9,14.5,0,No
4/19/2006,39,75,25.5,6.8,5,0,No
4/20/2006,69,84,24.7,6.8,12,0.2,No
4/21/2006,77,84,23.3,4.1,17.6,0,No
4/22/2006,73,81,26.1,6,5.8,0,No
4/23/2006,81,82,27.4,4.5,4.6,0,No
4/24/2006,90,94,24.3,3.3,10.2,109.4,No
4/25/2006,88,91,23.6,2.2,18.2,Trace,No
4/26/2006,83,83,26.8,5.4,7.5,8,No
4/27/2006,89,86,27,3.1,5.2,11.9,No
4/28/2006,95,95,23.3,5.8,13,66,No
4/29/2006,92,91,22.6,3.5,8.2,1.6,No
4/30/2006,70,82,25.3,4.7,3.6,0,No
5/1/2006,78,83,27.4,4.6,12.6,0,No
5/2/2006,88,86,27,6.5,13.4,70.1,No
5/3/2006,89,95,22.8,1.9,11.6,108.2,No
5/4/2006,87,91,24.2,1.8,13.9,0.2,No
5/5/2006,86,89,26.4,4.1,7.6,1.3,No
5/6/2006,71,78,28.1,3.5,7.7,0,No
5/7/2006,56,79,28.2,3.5,6,0,No
5/8/2006,53,79,28.5,4.8,4.1,0,No
5/9/2006,47,76,28.5,5,8,0,Yes
5/10/2006,39,74,28.8,4,10.3,0,Yes
5/11/2006,80,85,27.5,5,14.7,Trace,Yes
5/12/2006,49,81,26.5,5,15.2,Trace,Yes
5/13/2006,41,75,26.6,8.2,10.3,Trace,Yes
5/14/2006,35,69,23.7,6.6,13.7,Trace,Yes
5/15/2006,88,69,24.7,4.6,12.6,Trace,Yes
5/16/2006,92,76,24.5,3.6,16.8,1.6,Yes
5/17/2006,92,82,22.8,3.2,30.9,15,Yes
5/18/2006,68,68,25.3,6.2,13.2,Trace,Yes
5/19/2006,52,67,25.7,6.9,7.5,0,No
5/20/2006,88,85,24.6,2.5,14.3,1,No
5/21/2006,94,97,23.3,2.5,13,69.7,No
5/22/2006,91,92,25.5,2,3.6,22.9,No
5/23/2006,91,95,25,2.4,3.4,30.9,No
5/24/2006,85,94,25.5,2,7.4,0.5,No
5/25/2006,73,83,26.7,4,4.5,0,No
5/26/2006,82,80,27.7,3.4,11.5,Trace,No
5/27/2006,88,86,26.9,1.4,8.6,5.5,No
5/28/2006,89,90,25,3.4,10.7,59.7,No
5/29/2006,91,94,23.1,2.1,14.4,4.2,No
5/30/2006,88,94,24,4.3,15.3,13,No
5/31/2006,90,90,26.2,4.8,9,27.7,No
6/1/2006,88,88,27.1,2.3,9.8,33.2,No
6/2/2006,91,93,26.5,3.2,4.8,80.2,No
6/3/2006,89,86,27.7,1.4,6.1,0.6,No
6/4/2006,87,82,28.2,2.2,10.7,1.5,No
6/5/2006,87,81,28.5,1.4,13.1,Trace,No
6/6/2006,87,81,28.9,3.1,13.9,0.8,No
6/7/2006,88,81,28.8,1.8,14,0.4,No
6/8/2006,88,84,28.6,2.1,18.8,12.4,No
6/9/2006,90,92,26.4,4.2,16.7,136.7,No
6/10/2006,89,91,24,2.8,11.7,26.4,No
6/11/2006,89,89,24,4.7,14.6,9.5,No
6/12/2006,89,92,24.4,3.1,9.8,9.4,No
6/13/2006,88,89,27.4,6,5.8,65.2,No
6/14/2006,81,82,28.5,3.3,8.5,0.4,No
6/15/2006,92,84,28.4,1.5,10.9,0.2,No
6/16/2006,80,82,28.8,3,6.1,0.1,No
6/17/2006,66,79,29.3,4.2,5,Trace,No
6/18/2006,78,83,29,3.4,5.1,Trace,No
6/19/2006,85,86,27.7,2.2,5.5,0.6,No
6/20/2006,70,85,28,5,9.8,Trace,No
6/21/2006,62,87,28.2,5.9,10.8,10,No
6/22/2006,68,90,27.6,2.2,9.3,10.4,No
6/23/2006,43,78,29.2,6.7,6.3,1,No
6/24/2006,34,74,29.8,4.7,9,0,No
6/25/2006,44,77,30,4.6,6.5,0,No
6/26/2006,34,78,29.9,4.7,10.3,0,No
6/27/2006,72,84,29.7,4,14.5,0.1,Yes
6/28/2006,85,92,27.2,4,15.2,51,Yes
6/29/2006,84,87,28.3,4.6,10.7,16.6,Yes
6/30/2006,79,87,28.7,4.5,15.2,2.5,No
7/1/2006,68,87,28.9,4,15.3,2.9,No
7/2/2006,57,87,29.2,3.9,16.3,5.3,No
7/3/2006,77,86,29.2,3.7,13.2,6.3,No
7/4/2006,77,84,29,4.8,8.1,14.8,No
7/5/2006,69,79,29.6,3.6,7,1.5,No
7/6/2006,73,77,29.8,4.7,10.3,2,No
7/7/2006,79,78,30,4.1,10.5,3.2,No
7/8/2006,77,81,29.7,4.9,10.7,19.5,No
7/9/2006,84,82,29.4,4.8,7.3,7,No
7/10/2006,88,84,29.6,2.7,5.5,6.8,No
7/11/2006,81,89,28.7,4.7,3,32.3,No
7/12/2006,51,79,30,4.2,7.8,0,No
7/13/2006,75,77,30.7,5.8,16.7,Trace,No
7/14/2006,79,80,30.2,3.4,18.7,0.2,No
7/15/2006,97,83,28.8,2,23.4,7,No
7/16/2006,97,86,28,4.9,10.8,195.6,No
7/17/2006,87,82,29,3.8,7.8,5.3,No
7/18/2006,73,79,29.7,4.2,7,Trace,No
7/19/2006,51,78,29.5,4,3.4,Trace,No
7/20/2006,34,76,29.5,4.5,8.7,0,No
7/21/2006,35,74,29.9,4.9,4.7,0,No
7/22/2006,46,81,29.3,3.6,7.8,0,No
7/23/2006,46,81,29.8,4,4.7,Trace,No
7/24/2006,58,80,29.9,7.6,10,10.1,No
7/25/2006,70,73,30.9,4.7,14.2,0,No
7/26/2006,88,78,28.8,3.9,13.6,Trace,No
7/27/2006,91,91,25.8,2.6,8,72.8,No
7/28/2006,89,95,25.5,4.4,10.6,85.6,No
7/29/2006,93,98,24.6,1.6,11.3,87.2,No
7/30/2006,85,91,26.5,3.6,15.4,3.8,No
7/31/2006,57,80,28.3,4.7,14,Trace,Yes
8/1/2006,39,78,28.9,5.9,8.6,0,Yes
8/2/2006,84,84,26.9,3.4,30.3,26,Yes
8/3/2006,94,90,25.8,2.6,31.9,54.2,Yes
8/4/2006,89,89,27.4,4.4,15.3,18,Yes
8/5/2006,86,90,27.4,3.9,16.5,5.9,No
8/6/2006,81,91,26.8,3.7,13,4.6,Yes
8/7/2006,55,82,27.9,4.4,4.5,0.1,Yes
8/8/2006,54,80,28.5,5,6.5,0,Yes
8/9/2006,70,77,28.8,4.9,8.6,Trace,Yes
8/10/2006,88,91,26.7,4.2,7.2,45.6,Yes
8/11/2006,80,90,27.6,3.2,16.9,3.7,No
8/12/2006,66,84,28.8,3.9,14.4,Trace,No
8/13/2006,31,83,29.1,4.9,11.8,0,No
8/14/2006,39,83,28.9,4.1,12.2,0,No
8/15/2006,68,84,28.9,4.1,10.9,0,No
8/16/2006,40,83,29.1,4.5,10.1,0,No
8/17/2006,49,76,29.7,4.8,8.9,0,No
8/18/2006,73,78,30.1,4.1,12.5,Trace,No
8/19/2006,85,81,27.6,5.5,13.1,51.1,No
8/20/2006,86,84,28.3,3.6,5.7,0.1,No
8/21/2006,60,79,28.9,5.1,9.5,0,No
8/22/2006,53,78,28.9,5,9.4,Trace,No
8/23/2006,49,78,29.3,4.7,8,0,Yes
8/24/2006,80,92,27.6,3.4,12,38.8,Yes
8/25/2006,89,90,27.3,3.9,5.5,20.6,Yes
8/26/2006,79,83,28.3,4.9,6.5,2.2,No
8/27/2006,77,87,28.2,5.3,8.5,2.3,No
8/28/2006,79,88,28.3,2.4,10.8,2.2,No
8/29/2006,65,82,29.3,4.1,10,Trace,No
8/30/2006,46,77,29.2,3.8,8.7,Trace,No
8/31/2006,67,77,29.3,3.8,16.3,0,No
9/1/2006,57,76,29.9,5,13.8,0,No
9/2/2006,71,78,30,3.8,11.3,Trace,No
9/3/2006,80,81,28.8,2,7.5,Trace,No
9/4/2006,76,80,28.5,3.8,11.9,0.6,No
9/5/2006,72,78,29,4.2,13.4,3.2,No
9/6/2006,85,81,28.3,4.7,12.2,4.9,No
9/7/2006,90,87,26.4,3,6,35.1,No
9/8/2006,88,85,27.4,3.4,2.6,11.8,No
9/9/2006,88,90,26,5.1,5.7,92.4,No
9/10/2006,85,82,24.1,4.7,10.8,3.5,No
9/11/2006,85,74,23.7,3.7,10.7,Trace,No
9/12/2006,88,88,22.2,2.8,10,5,Yes
9/13/2006,96,98,24.3,3.2,16.1,248.3,Yes
9/14/2006,88,96,25.3,3.2,5.7,12.9,No
9/15/2006,86,84,26.4,4.4,3.8,1,No
9/16/2006,84,76,26.4,2.9,5.3,Trace,No
9/17/2006,24,64,26.6,6,7.1,0,No
9/18/2006,57,71,26.1,5.3,10,0,No
9/19/2006,48,75,26.2,5,12.3,0,No
9/20/2006,57,72,26.3,5.9,10.5,0,No
9/21/2006,81,70,26.5,5.2,10.5,0,No
9/22/2006,82,74,26.7,4.2,15.5,0,No
9/23/2006,69,68,27.2,5.4,23.2,0,No
9/24/2006,88,78,25.8,2.5,23.6,0.9,No
9/25/2006,65,76,26.6,4.2,24,Trace,No
9/26/2006,31,74,26.4,4.9,19.5,0,No
9/27/2006,44,75,26.2,4.2,19.7,0,No
9/28/2006,35,75,26.2,4.8,17.9,0,No
9/29/2006,52,73,27.5,7.1,15.5,0,No
9/30/2006,88,76,26.6,3.3,18.9,0.6,No
10/1/2006,88,78,26.3,1.9,16.8,Trace,No
10/2/2006,88,77,26.9,3.8,8.5,Trace,No
10/3/2006,70,80,26.9,5,6,5.1,No
10/4/2006,55,73,27.1,4.6,3.8,Trace,No
10/5/2006,24,75,26.8,5.5,8.5,0,No
